回火,400,350,1111,606
回火,400,1111,1262,0
回火,400,1262,1413,0
回火,400,1413,1572,0
回火,590,1572,2379,287
回火,550,7943,9195,833
回火,550,9195,9395,0
回火,565,9395,9795,22
回火,565,9795,10179,0
回火,565,10179,10563,0
回火,570,10563,10844,7
回火,570,10844,11118,0
回火,570,11118,11412,0
回火,570,11412,11706,0
回火,570,11706,11980,0
回火,570,11980,12254,0
回火,570,12254,12418,0
回火,575,12418,12565,7
回火,575,12565,12705,0
回火,575,12705,12831,0
回火,580,12831,12925,7
回火,580,12925,13114,0
回火,580,13114,13509,0
回火,580,13509,13596,0
回火,580,13596,13675,0
回火,580,13675,13762,0
回火,580,13762,13849,0
回火,580,13849,13963,0
回火,580,13963,14042,0
回火,580,14042,14129,0
回火,580,14129,14216,0
回火,580,14216,14303,0
回火,580,14303,14390,0
回火,580,14390,14477,0
回火,580,14477,14564,0
回火,580,14564,14651,0
回火,580,14651,14890,0
回火,580,14890,14977,0
回火,580,14977,15064,0
回火,580,15064,15203,0
回火,580,15203,15290,0
回火,580,15290,15377,0
回火,600,15377,15694,30
回火,600,15694,16111,0
回火,600,16111,16396,0
回火,600,16396,16813,0
回火,600,16813,17240,0
回火,600,17240,17527,0
回火,600,17527,17802,0
回火,610,17802,18302,15
回火,635,18302,18661,37
回火,660,18661,19255,37
回火,720,19255,19624,90
回火,565,19712,20934,856
repair,0,300,350
free,30
